"","Mov10_kd_2","Mov10_kd_3","Mov10_oe_1","Mov10_oe_2","Mov10_oe_3","Irrel_kd_1","Irrel_kd_2","Irrel_kd_3"
"NUP50",12.0583224524422,11.9574181388206,11.8185549306846,11.7518290579035,11.9057219818864,12.0923393585109,12.1275188524853,12.0525054066365
"NUP54",11.3733126569122,11.3410483146162,11.3580304983372,11.3552037861884,11.4863132930858,11.2278163384052,11.227506072303,11.1538076338604
"NUP62",12.4982540072048,12.4361161136025,12.264869291291,12.3268061073442,12.0530537762637,12.289352997586,12.2006728958917,12.2654966979528
"NUP62CL",10.5692967915702,10.5124549511953,10.6687493513459,10.565883955543,10.7377717204213,10.7291867631114,10.7537572562676,10.7658012432292
"NUP85",11.2345096439098,11.241026797447,11.031288812574,11.0090845164049,10.88462137103,11.1852007161088,11.1191372348476,11.258487041583
"NUP88",11.2411092949737,11.1962490776724,10.959656240541,10.8756091413436,10.9974540943755,11.1053976406841,11.0772782663573,11.0902525518778
"NUP93",11.4404025308849,11.4213614893089,11.2610419694658,11.288337846426,11.1765620465238,11.3989605824961,11.3584907326596,11.3468780024301
"NUP98",12.4910436308405,12.4725120555324,12.2112149036009,12.1684532808733,12.2125168181345,12.4181951185506,12.4224199053184,12.4204629384598
"NUPL1",11.8937877552527,11.8575973655627,11.7276320930763,11.7506995139224,11.8148479611878,11.8142513981621,11.8497100465248,11.8009614916218
"NUPL2",10.7296259929059,10.7227590553466,10.7590311627856,10.7221471192495,10.7927924671244,10.7904514473755,10.8134233983465,10.760066652385
"NUPR1",8.48525759776648,8.48565763894486,8.7309173888631,8.78882151839232,8.69459447386857,8.57722449772582,8.60098327389707,8.56203679982386
"NUS1",11.3555812063448,11.3738448087594,11.3199419896684,11.3137239221809,11.5071806386185,11.3077892271597,11.378037079523,11.3218598844667
"NUSAP1",12.0496022193518,12.0474084644642,12.1333534572983,12.1426548802112,12.3052146019233,11.9829290221501,12.0045701656047,12.0098644656727
"NUTF2",11.2553663028094,11.2325767545619,11.008220369897,11.0224427256913,10.8182282026544,11.2435347039757,11.2211342324711,11.1811471507726
"NVL",11.5745791086025,11.4656694296206,11.2934762312594,11.2517903595549,11.3247750270341,11.3098467656611,11.3077985166899,11.3111096777007
"NWD1",8.37100230978434,8.39815127859716,8.27845326854795,8.41236674406694,8.42162510728935,8.35572435679627,8.361892058787,8.27845326854795
"NXF1",12.5041555064172,12.3213337799694,11.7791676639061,11.7779331461856,11.6500681594286,11.9965985382406,11.9572012108522,11.9615358267846
"NXF2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"NXF2B",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"NXF3",8.9080386393259,8.71669116900793,8.51438040398395,8.46776765875987,8.42162510728935,8.69319097223763,8.65062208019359,8.60573252901479
"NXF4",8.34390093280334,8.44768333571551,8.3840571201032,8.43306474893063,8.42162510728935,8.51004549934405,8.46492425313929,8.41230313717093
"NXF5",8.34390093280334,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"NXN",10.8339295406872,10.8660645267869,10.6579905781061,10.7762642699174,10.5669052328952,10.8935175910084,10.8639787722237,10.9182938320085
"NXNL1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"NXNL2",8.37100230978434,8.4250317910204,8.46128297551143,8.41236674406694,8.37971180913155,8.43294009761301,8.361892058787,8.27845326854795
"NXPH1",8.37100230978434,8.36310467772644,8.47590993996499,8.46776765875987,8.42162510728935,8.43294009761301,8.27845326854795,8.37311638452787
"NXPH2",8.58488002671417,8.70026697212966,8.6279247662275,8.60588750275098,8.61360464591565,8.68602559950199,8.71045854706356,8.67886054372928
"NXPH3",8.6753373222706,8.66527070308328,9.00998329817354,9.00450463720886,8.81133862661141,8.8529626893261,8.8286602606766,8.85061279296224
"NXPH4",9.82632500123663,9.93886218075991,9.84960563910513,9.9618748979356,9.8044716435514,9.62250799594274,9.6628782082684,9.66920312359495
"NXT1",9.86921818797938,9.84052652476494,9.97997600259237,9.9661556854724,9.88573103553674,9.76172231459415,9.68220571019823,9.69387574022047
"NXT2",10.4389428966861,10.435000262443,10.2779625825731,10.2347250199187,10.3511403279331,10.4573348017159,10.4306454673762,10.411467127871
"NYAP1",8.77869959598338,8.8108858691272,8.9646131435152,9.04290605283809,8.84767624875025,9.02338565350016,9.10971458530728,9.05549866790998
"NYAP2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"NYNRIN",10.5756146222528,10.6931483319441,10.8503713367911,10.9220131002218,10.7324129906352,10.5275079638583,10.5735585579987,10.6016910766569
"NYX",8.37100230978434,8.36310467772644,8.48951984340902,8.51023214258812,8.50468885042904,8.48274705736353,8.48269361810398,8.52863965071424
"O3FAR1",8.27845326854795,8.36310467772644,8.3840571201032,8.27845326854795,8.37971180913155,8.27845326854795,8.361892058787,8.27845326854795
"OAF",10.157969330834,10.1787864043048,10.1210850871161,10.2057832337846,10.0491127624597,9.88086298630895,9.89290045982856,9.86904499061811
"OAS1",8.34390093280334,8.36310467772644,8.27845326854795,8.38780624056042,8.27845326854795,8.27845326854795,8.39643710307291,8.37311638452787
"OAS2",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"OAS3",9.29625310199577,9.23012346324054,9.4043413705944,9.40220893879466,9.40028741704787,9.40375082998792,9.45223837358902,9.44410614032859
"OASL",8.34390093280334,8.4250317910204,8.3840571201032,8.49700253993531,8.50468885042904,8.35572435679627,8.27845326854795,8.37311638452787
"OAT",11.914372291962,11.8407524569829,11.6502247284393,11.7024279294336,11.7452607617914,11.8682328292637,11.8377996303099,11.7789992984513
"OAZ1",13.5745399001114,13.5630594011653,13.5401197665214,13.6632375343993,13.46651858402,13.4880011785526,13.4377234215926,13.5005054995074
"OAZ2",11.4032964865105,11.3902513563532,11.4869280963196,11.4501161786999,11.3937984732446,11.467219879332,11.4525290032332,11.4835277350862
"OAZ3",8.77869959598338,8.67431748670709,8.64338373551685,8.70749662882685,8.54602949856882,8.67872852435968,8.62171788558093,8.70037037250843
"OBFC1",9.79602041044929,9.85375427965653,9.97603046832195,9.98733180433266,9.94189712211113,9.91402718901706,9.89290045982856,9.94750070793016
"OBFC2A",10.1395336797826,10.1290559034867,10.0974809228803,10.0366784006737,10.162259683009,9.98189121328092,9.98125650613875,9.9078095333464
"OBFC2B",11.4039862264708,11.3452652510166,10.9227078112575,10.954982241215,10.7324129906352,11.4795725859943,11.4552336287333,11.4490185141955
"OBP2A",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OBP2B",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OBSCN",9.7328456324709,9.83098378909852,10.1022381104108,10.0724104050428,9.90131830914433,9.55678865174737,9.61183669550987,9.67197251584477
"OBSL1",11.0339352424978,11.1861749458115,11.3860468364253,11.4185502949285,11.1579846063921,11.0028854027171,10.9333251927507,11.1108730465332
"OC90",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OCA2",8.89470189537374,8.83656111234802,8.81903572421603,8.84319146945555,8.77220535929352,8.79411609271687,8.81615619615653,8.81917849448233
"OCEL1",9.36347907607427,9.38980198379316,9.51040807092847,9.56391239011852,9.50233942673994,9.45746382774408,9.48882298238762,9.45783475568586
"OCIAD1",11.978082555496,12.0207784472295,11.9887913343579,11.9391511357247,12.0483452753137,12.0392967110365,12.0278578745605,12.0257719030491
"OCIAD2",9.86143606626471,9.87792426540187,10.0867093658496,10.0095138550213,10.0191102200768,9.96635291308832,10.0512208742098,9.98169687834633
"OCLM",8.58488002671417,8.61633474615063,8.68618820878673,8.664018494081,8.61360464591565,8.63171302948747,8.51422424386503,8.54586605069669
"OCLN",9.96898437095451,9.9159353438511,9.9917349960255,9.95614307130949,10.0144275880963,10.1651907297629,10.1144428663891,10.1245984155073
"OCM",8.27845326854795,8.39815127859716,8.35313480169255,8.35578674948867,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"OCM2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OCRL",12.0119350106475,12.0319347457728,11.7880912654077,11.7555877263246,11.8067994303472,11.9826095620164,12.0122534282296,11.9625089025614
"ODAM",8.27845326854795,8.36310467772644,8.27845326854795,8.38780624056042,8.27845326854795,8.38771803560254,8.27845326854795,8.27845326854795
"ODC1",13.4689679778543,13.385602590651,12.8439569688519,12.8657888374745,12.8029528236817,13.44539343199,13.4185351322855,13.3761761902647
"ODF1",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"ODF2",11.3487840561903,11.3356078338847,11.2273276340647,11.1700136152565,11.1441353750034,11.2854775297765,11.2651380858716,11.3528763532617
"ODF2L",10.3439575734055,10.299035564888,10.471971686915,10.4088374421154,10.5653853422746,10.5854454923879,10.5929133442609,10.5795226107456
"ODF3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"ODF3B",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"ODF3L1",8.64770421794858,8.70855978379098,8.67937916573791,8.61482007072406,8.7295483669957,8.75270298833331,8.8286602606766,8.73066948966941
"ODF3L2",8.37100230978434,8.36310467772644,8.27845326854795,8.41236674406694,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"ODF4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37971180913155,8.27845326854795,8.27845326854795,8.27845326854795
"ODZ1",8.8913195779229,8.89587812833042,9.17563233102073,9.08284946249228,9.08446966903378,9.04972865472044,9.07313518693794,8.97386767960544
"ODZ2",8.39179252052849,8.39815127859716,8.3840571201032,8.35578674948867,8.27845326854795,8.38771803560254,8.361892058787,8.4676778015632
"ODZ3",11.5776305926266,11.6331122402696,11.4121767544026,11.2566119763389,11.3455828590442,11.3180468194178,11.3474479920585,11.2791435064744
"ODZ4",9.07011881692108,9.21240517953131,9.15194331420168,9.13072431509661,9.04087068350578,9.03479802626978,8.98439018895149,9.07180639152535
"OFD1",10.8245336870455,10.8368512490692,10.6424694592752,10.7237237958267,10.6493622568152,10.6942674943145,10.7146224630687,10.7450419336658
"OGDH",11.5864428195233,11.5647966518588,11.3046046590089,11.3315791241811,11.2512535103273,11.3805100118688,11.4235357837216,11.4399058276218
"OGDHL",9.18228037149637,9.24403170824632,9.40209596680971,9.44693474984015,9.23740452954353,9.22653212017851,9.2738122050529,9.42313914219372
"OGFOD1",11.0911825553284,11.0518133003682,10.9176203493816,10.8875331381132,10.9706666805338,10.967168924691,10.9411655304854,10.9456479473615
"OGFOD2",9.62794524862448,9.54614178683338,9.60993036597383,9.65398206216201,9.50605960386647,9.63593345178611,9.58885011323613,9.62677872870424
"OGFR",10.6042959840971,10.6399566572883,10.617254778548,10.7502492677955,10.5954574941442,10.7213296520046,10.6988317629884,10.6536870637836
"OGFRL1",10.3611469018859,10.3871966235396,10.5250398705894,10.4807531949348,10.6720158963439,10.5183649291498,10.6069967153702,10.5023658374573
"OGG1",9.92966783688701,9.88891170595402,9.95342197617533,9.9618748979356,9.74391648426452,10.1383322553612,10.0619876142117,10.1019136863093
"OGN",8.27845326854795,8.27845326854795,8.27845326854795,8.41236674406694,8.45376632177695,8.41225875419899,8.39643710307291,8.44235585074201
"OGT",13.0450990705408,13.0702553878311,13.1170035542539,13.0255540110063,13.0977198342669,12.8806476804751,12.8846668843255,12.8983337940949
"OIP5",9.94326578857338,9.90520078634682,9.79705173415456,9.69449956047159,9.7586345968349,9.82766470348616,9.76023236771192,9.71001811421587
"OIP5-AS1",10.3803065434253,10.3774209282704,10.4746323111887,10.40182463314,10.5031121821744,10.5793262967162,10.5949343981009,10.5162321419773
"OIT3",8.27845326854795,8.36310467772644,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OLA1",11.4571016285864,11.5304141747151,11.3973693705307,11.410427070956,11.4753703219213,11.6158081715975,11.6236412050814,11.5585402147619
"OLAH",8.37100230978434,8.27845326854795,8.27845326854795,8.38780624056042,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OLFM1",8.7011257076431,8.64649433343252,8.72481009628108,8.7143104115845,8.6284363295711,8.68602559950199,8.64124853265056,8.60573252901479
"OLFM2",9.26866565969887,9.36608820736263,9.73707747150487,9.84787778095338,9.676711801823,9.28326017909292,9.3362407879925,9.33425371536407
"OLFM3",8.37100230978434,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OLFM4",8.42474855575465,8.36310467772644,8.27845326854795,8.27845326854795,8.37971180913155,8.27845326854795,8.361892058787,8.27845326854795
"OLFML1",8.50495736640109,8.46763116467624,8.5258682454013,8.53463341354859,8.5262312981672,8.54577756939878,8.48269361810398,8.56203679982386
"OLFML2A",8.86706685155595,8.90703357981786,9.11183717167489,9.14711484585704,9.18610828245376,8.77680561324617,8.75566094119834,8.8730456334409
"OLFML2B",8.66997040866085,8.67431748670709,8.79318540066169,8.90192564731608,8.81133862661141,8.66370918209911,8.68591951288634,8.74975522416117
"OLFML3",8.48525759776648,8.48565763894486,8.54736198879469,8.60588750275098,8.5980725777369,8.48274705736353,8.46492425313929,8.4676778015632
"OLIG1",8.89806464677707,8.92873548655032,8.92418097160176,9.02012470712766,8.96625703157925,8.99198155738594,9.04768266524659,8.97386767960544
"OLIG2",9.42779314502288,9.45755885613442,9.54402173760544,9.62545084082588,9.64473119284206,9.43680285633845,9.38036904236693,9.39807925865229
"OLIG3",8.39179252052849,8.27845326854795,8.3840571201032,8.43306474893063,8.42162510728935,8.41225875419899,8.361892058787,8.27845326854795
"OLR1",8.27845326854795,8.27845326854795,8.3840571201032,8.35578674948867,8.27845326854795,8.27845326854795,8.361892058787,8.41230313717093
"OMA1",10.1999540025351,10.1802194237423,10.0525779711473,10.0366784006737,10.160178710022,9.99584357533546,9.98941520121183,9.97958816244841
"OMD",8.27845326854795,8.27845326854795,8.27845326854795,8.35578674948867,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OMG",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OMP",8.39179252052849,8.46763116467624,8.35313480169255,8.43306474893063,8.37971180913155,8.38771803560254,8.39643710307291,8.37311638452787
"ONECUT1",8.68585385455541,8.57123374212071,8.68618820878673,8.6935236425249,8.74059500951063,8.63171302948747,8.65062208019359,8.70037037250843
"ONECUT2",10.8344496357986,10.9581065443004,11.3459169586176,11.1574370546639,11.2858054617779,10.7979183131695,10.892626609105,10.860822808532
"ONECUT3",8.4953329510934,8.60565209567177,8.48951984340902,8.49700253993531,8.61360464591565,8.56712794831129,8.52849147195831,8.65609459169092
"OOEP",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPA1",12.191255962886,12.1832775883114,12.28698658591,12.2378249810269,12.43409775133,12.0179515324756,12.0465032005579,12.0140925503829
"OPA3",10.9481419282379,10.9308129466074,10.8096127308333,10.787584515469,10.6635655833455,10.9135024524407,10.8714029353303,10.8997496677256
"OPALIN",8.37100230978434,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPCML",8.37100230978434,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPHN1",9.4427974987687,9.50283522362568,9.66156232935849,9.66332535608637,9.71083001362087,9.62636125930578,9.62987015806993,9.67197251584477
"OPLAH",8.34390093280334,8.39815127859716,8.35313480169255,8.35578674948867,8.37971180913155,8.41225875419899,8.27845326854795,8.27845326854795
"OPN1LW",8.27845326854795,8.27845326854795,8.27845326854795,8.35578674948867,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPN1MW",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPN1MW2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPN1SW",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPN3",9.28845989092029,9.29749927559305,9.33207437355354,9.35524884779162,9.44082350001628,9.36449746762302,9.39462136397234,9.34967632513081
"OPN4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPN5",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPRD1",8.64770421794858,8.60565209567177,8.7123293960269,8.7652984134729,8.642653228158,8.61454984644252,8.67739513950751,8.64416773886154
"OPRK1",8.42474855575465,8.55880916728914,8.5258682454013,8.57746493913453,8.6284363295711,8.55666017587186,8.57879538115464,8.54586605069669
"OPRL1",8.74836357095765,8.73250420371913,8.86256415869433,8.8001698193278,8.77220535929352,8.82169266916821,8.82244584312387,8.85061279296224
"OPRM1",8.27845326854795,8.27845326854795,8.35313480169255,8.35578674948867,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPTC",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OPTN",10.2600100591464,10.3413507124455,10.6354257878404,10.6974697225721,10.7052952546078,10.4043752083212,10.420310051728,10.4883519004518
"OR10A2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10A3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10A4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10A5",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10A6",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10A7",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10AD1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10AG1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10C1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G7",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G8",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10G9",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10H1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10H2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10H3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10H4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10H5",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10J1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10J3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10J5",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10K1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10K2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10P1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10Q1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10R2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10S1",8.34390093280334,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10T2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10V1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10V2P",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10W1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10X1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR10Z1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11A1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11G2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11H1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11H12",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11H2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11H4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11H6",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR11L1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR12D2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR12D3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13A1",8.37100230978434,8.36310467772644,8.35313480169255,8.38780624056042,8.45376632177695,8.35572435679627,8.46492425313929,8.4899749001705
"OR13C2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13C3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13C4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13C5",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13C8",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13C9",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13D1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13F1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13G1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR13H1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"OR13J1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR14A16",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR14C36",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR14I1",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR14J1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR1A1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR1A2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR1B1",8.27845326854795,8.27845326854795,8.3840571201032,8.27845326854795,8.27845326854795,8.27845326854795,8.39643710307291,8.27845326854795
"OR1C1",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR1D2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"OR1D4",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
